time	r_pcm	vr_pcm	fi_n	fi_v	snr_so	so_r_pcm	so_vr_pcm	so_fi_n_pcm	so_fi_v_pcm	z_r	z_vr	z_fi_n	z_fi_v
15	878566.7809	4866.943359	3.304607773	3.547009197	24.99754946	-2.927660723	1.373291016	0.016211601	0.018374795	878569.7085	4865.570068	3.288396173	3.528634403
15.0546	878291.9711	4866.943359	3.306376907	3.564705169	20.56057447	-3.708370249	4.463195801	0.033224116	0.021458676	878295.6795	4862.480164	3.273152791	3.543246492
15.1092	878042.1441	4866.943359	3.306376907	3.582401481	16.12359948	19.12738339	4.463195801	0.119060067	0.011082699	878023.0167	4862.480164	3.18731684	3.571318781
15.1638	877767.3343	4855.957031	3.304607773	3.600098135	10.10299957	8.978159549	-6.17980957	-0.282116127	0.055381382	877758.3562	4862.136841	3.5867239	3.544716753
15.2184	877492.5246	4855.957031	3.311684327	3.619564852	12.04119983	10.14922384	-4.119873047	-0.047198685	0.103053098	877482.3753	4860.076904	3.358883012	3.516511754
15.273	877217.7148	4855.957031	3.316991775	3.633722727	18.81757096	-10.14922384	-1.029968262	0.076418248	-0.040090464	877227.864	4856.987	3.240573527	3.673813191
15.3276	876967.8878	4855.957031	3.313453473	3.658499543	24.08239965	8.002272642	1.029968262	0.055484004	-0.008577046	876959.8855	4854.927063	3.257969469	3.667076589
15.3822	876693.078	4855.957031	3.308146044	3.677967522	24.99754946	3.318015486	2.746582031	-0.030434726	-0.0463546	876689.76	4853.210449	3.33858077	3.724322122
15.4368	876418.2683	4855.957031	3.315222623	3.708055236	24.08239965	-2.53730596	3.776550293	0.009141465	-0.017475329	876420.8056	4852.180481	3.306081158	3.725530565
15.4914	876168.4412	4855.957031	3.316991775	3.731064178	21.31634569	14.63830361	5.493164063	-0.035737329	0.004111842	876153.8029	4850.463867	3.352729104	3.726952336
15.5466	875893.6315	4844.970703	3.324068417	3.750533753	24.08239965	8.002272642	-4.119873047	0.029330018	0.015740646	875885.6292	4849.090576	3.2947384	3.734793107
15.6012	875618.8217	4844.970703	3.322299252	3.768233743	26.3612667	0	-2.403259277	0.009583348	0.02762644	875618.8217	4847.373962	3.312715904	3.740607303
15.6558	875344.012	4844.970703	3.324068417	3.784164043	26.77637113	-8.782982168	-1.029968262	0.030351873	-0.015194542	875352.7949	4846.000671	3.293716544	3.799358584
15.7104	875094.1849	4844.970703	3.322299252	3.807174992	29.07994912	5.855321445	1.71661377	0.012787003	-0.010054739	875088.3296	4843.254089	3.309512249	3.817229731
15.765	874819.3751	4844.970703	3.322299252	3.828416414	24.08239965	0.585532145	3.776550293	-0.000939002	-0.022036904	874818.7896	4841.194153	3.323238254	3.850453319
15.8196	874544.5654	4844.970703	3.324068417	3.849658364	22.33939614	-6.636030971	5.149841309	0.012731768	-0.032155892	874551.2014	4839.820862	3.311336649	3.881814256
15.8742	874294.7383	4833.984375	3.324068417	3.876211546	19.64542466	7.611917879	-5.149841309	-0.083377919	0.020430716	874287.1264	4839.134216	3.407446337	3.85578083
15.9288	874019.9286	4833.984375	3.334683476	3.89391413	11.01814938	-98.95493243	22.315979	0.108924344	-0.018439042	874118.8835	4811.668396	3.225759131	3.912353172
15.9834	873745.1188	4833.984375	3.334683476	3.915157723	20.15650675	-5.269789301	-1.029968262	-0.076473483	-0.056987571	873750.3886	4835.014343	3.411156959	3.972145294
16.0356	873495.2918	4833.984375	3.343529445	3.943483352	25.66602457	-2.342128578	1.029968262	-0.030324256	-0.023064865	873497.6339	4832.954407	3.373853701	3.966548217
16.0902	873220.482	4833.984375	3.352375495	3.96826907	27.3369456	-9.173336931	2.746582031	-0.014775479	0.002441406	873229.6554	4831.237793	3.367150974	3.965827664
16.1448	872970.655	4833.984375	3.357683162	3.989514562	27.60422483	4.489079775	4.463195801	-0.047723422	0.011628804	872966.1659	4829.521179	3.405406584	3.977885759
16.1994	872695.8452	4822.998047	3.36652934	4.00899008	28.51937465	-1.561419052	-4.806518555	-0.018752431	-0.004722194	872697.4067	4827.804565	3.385281771	4.013712273
16.254	872446.0182	4822.998047	3.37360634	4.030236628	27.27641651	13.66241671	-3.776550293	-0.007512019	0.014648438	872432.3558	4826.774597	3.381118359	4.01558819
16.3086	872171.2084	4822.998047	3.377144859	4.047942509	26.58117439	10.14922384	-1.373291016	-0.03960381	0.003437243	872161.0592	4824.371338	3.416748669	4.044505266
16.3632	871896.3987	4822.998047	3.387760494	4.069190077	24.08239965	-2.732483341	-0.343322754	0.01209656	-0.024510435	871899.1312	4823.34137	3.375663933	4.093700511
16.4178	871646.5716	4822.998047	3.389529778	4.093979615	26.58117439	10.5395786	2.403259277	-0.003728392	0.015644274	871636.0321	4820.594788	3.39325817	4.078335341
16.4724	871371.7619	4822.998047	3.394837649	4.113457648	27.60422483	4.098725012	4.119873047	0.013449829	0.028140421	871367.6632	4818.878174	3.38138782	4.085317227
16.527	871096.9521	4812.011719	3.396606945	4.129394574	27.3369456	-6.44085359	-5.493164063	0.004915954	0.043110099	871103.393	4817.504883	3.391690992	4.086284475
16.5816	870847.1251	4812.011719	3.400145549	4.141790182	30.57262148	6.831208353	-4.119873047	0.019884757	-0.016672235	870840.2939	4816.131592	3.380260791	4.158462417
16.6362	870572.3153	4812.011719	3.400145549	4.166581982	32.46498581	-0.390354763	-2.403259277	-0.007097753	-0.001156456	870572.7057	4814.414978	3.407243302	4.167738438
16.6908	870297.5056	4812.011719	3.405453478	4.186061802	27.86352438	-10.73475598	0.686645508	0.019083843	-0.017571701	870308.2403	4811.325073	3.386369635	4.203633502
16.7454	870047.6785	4812.011719	3.407222794	4.209084031	26.58117439	6.636030971	2.403259277	0.021597056	-0.007484838	870041.0425	4809.608459	3.385625738	4.216568869
16.8	869772.8688	4812.011719	3.408992114	4.230335925	22.92256071	-5.269789301	3.776550293	0.051838463	-0.002762644	869778.1386	4808.235168	3.35715365	4.233098568
16.8546	869523.0417	4812.011719	3.407222794	4.251588401	17.23394604	8.978159549	4.463195801	0.067994837	-0.003790604	869514.0636	4807.548523	3.339227957	4.255379005
16.9092	869248.232	4801.025391	3.405453478	4.272841463	18.06179974	2.732483341	-5.149841309	-0.008285315	0.023643093	869245.4995	4806.175232	3.413738793	4.24919837
16.9638	868973.4222	4801.025391	3.408992114	4.292323954	22.49877473	-7.416740497	-3.433227539	0.008174844	0.019980983	868980.839	4804.458618	3.400817269	4.272342971
17.016	868723.5952	4801.025391	3.410761436	4.308264544	28.29946696	-6.050498827	-0.686645508	0.011461353	-0.02123381	868729.6457	4801.712036	3.399300083	4.329498354
17.0706	868473.7681	4801.025391	3.412530762	4.333061682	27.92011018	8.587804786	1.71661377	-0.019387638	-0.024606806	868465.1803	4799.308777	3.431918401	4.357668488
17.1252	868198.9584	4801.025391	3.41783876	4.359630946	27.00496037	-3.513192867	3.776550293	-0.049159544	0.03273412	868202.4716	4797.24884	3.466998304	4.326896826
17.1798	867924.1486	4801.025391	3.428454843	4.373801604	24.99754946	-5.855321445	5.493164063	0.015355451	-0.038002418	867930.0039	4795.532227	3.413099392	4.411804022
17.2344	867674.3216	4790.039063	3.430224202	4.400372311	23.16724984	2.342128578	-5.149841309	-0.010853763	-0.007549085	867671.9794	4795.188904	3.441077965	4.407921396
17.289	867399.5118	4790.039063	3.433762929	4.421629559	22.14419939	-11.71064289	-1.71661377	-0.015576393	-0.015451532	867411.2225	4791.755676	3.449339322	4.437081091
17.3436	867149.6848	4790.039063	3.439071045	4.446430452	23.0593492	4.293902393	-1.71661377	0.006904429	0.005396793	867145.3909	4791.755676	3.432166615	4.44103366
17.3982	866874.875	4790.039063	3.440840423	4.465917454	20.56057447	-2.53730596	1.71661377	-0.011461353	0.017860814	866877.4123	4788.322449	3.452301776	4.44805664
17.4528	866625.048	4790.039063	3.446148578	4.485404974	18.06179974	4.293902393	3.433227539	0.013063181	0.01381322	866620.7541	4786.605835	3.433085397	4.471591754
17.5074	866350.2382	4790.039063	3.447917969	4.504893013	18.97694955	7.80709526	5.836486816	-0.09061377	0.018117805	866342.4311	4784.202576	3.538531739	4.486775209
17.562	866100.4112	4779.052734	3.460303802	4.524381575	12.04119983	9.563691694	-3.433227539	0.115442138	-0.055798991	866090.8475	4782.485962	3.344861664	4.580180566
17.6166	865825.6014	4779.052734	3.460303802	4.547414188	9.275145863	-218.7938447	54.24499512	0.16504371	-0.025474148	866044.3953	4724.807739	3.295260092	4.572888336
17.6712	865575.7744	4779.052734	3.460303802	4.568675715	10.10299957	73.19151807	31.24237061	-0.000911385	-0.019049394	865502.5828	4747.810364	3.461215187	4.587725109
17.7258	865300.9646	4779.052734	3.463842641	4.589937873	12.79697104	10.14922384	2.059936523	-0.076970603	0.041889395	865290.8154	4776.992798	3.540813244	4.548048478
17.7804	865051.1376	4768.066406	3.470920359	4.60942874	19.64542466	19.71291553	-8.926391602	0.019470491	0.002312911	865031.4246	4776.992798	3.451449867	4.607115829
17.835	864776.3278	4768.066406	3.472689797	4.628920142	19.64542466	4.489079775	-7.209777832	-0.035875418	-0.011371813	864771.8387	4775.276184	3.508565214	4.640291956
17.8896	864501.5181	4768.066406	3.479767581	4.651956128	20.15650675	-1.171064289	-5.493164063	-0.077716282	0.070800799	864502.6891	4773.55957	3.557483862	4.581155329
17.9442	864251.691	4768.066406	3.493923309	4.660816323	24.08239965	5.660144064	-3.433227539	0.014361213	-0.029650238	864246.0309	4771.499634	3.479562095	4.690466561
17.9988	863976.8813	4768.066406	3.49569279	4.687397579	24.08239965	-8.587804786	-1.71661377	-0.029633812	0.041728776	863985.4691	4769.78302	3.525326602	4.645668803
18.051	863727.0542	4768.066406	3.502770747	4.699802511	22.33939614	-1.951773815	-0.343322754	-0.022895089	0.003083882	863729.006	4768.409729	3.525665836	4.69671863
18.1056	863477.2272	4768.066406	3.509848758	4.719296422	18.06179974	2.53730596	2.746582031	0.032506056	-0.035239774	863474.6898	4765.319824	3.477342702	4.754536196
18.1602	863202.4174	4757.080078	3.511618269	4.740563131	18.81757096	0	-5.836486816	0.039106691	-0.026405737	863202.4174	4762.916565	3.472511578	4.766968868
18.2148	862952.5904	4757.080078	3.511618269	4.765375119	19.64542466	6.636030971	-5.149841309	0.017813428	-0.008030942	862945.9543	4762.229919	3.493804841	4.773406061
18.2694	862677.7806	4757.080078	3.515157301	4.78664325	25.1054501	0.975886908	-4.119873047	-0.06893384	0.019370632	862676.8047	4761.199951	3.584091141	4.767272618
18.324	862427.9536	4757.080078	3.529313565	4.802594782	25.82540317	9.368514313	-2.059936523	0.065564476	-0.003951223	862418.585	4759.140015	3.463749088	4.806546005
18.3786	862153.1438	4757.080078	3.524004941	4.825636543	27.60422483	-2.53730596	0.343322754	0.051976552	0.008673417	862155.6811	4756.736755	3.472028389	4.816963126
18.4332	861903.3168	4757.080078	3.520465875	4.843361506	28.16479931	8.002272642	2.059936523	0.020326641	-0.013234992	861895.3145	4755.020142	3.500139234	4.856596498
18.4878	861628.507	4757.080078	3.520465875	4.866404654	27.60422483	-1.756596434	3.776550293	-0.003479832	-0.013973839	861630.2636	4753.303528	3.523945707	4.880378493
18.5424	861378.6799	4746.09375	3.525774479	4.889448591	24.08239965	8.197450023	-5.149841309	0.021679909	0.000931589	861370.4825	4751.243591	3.50409457	4.888517001
18.597	861103.8702	4746.09375	3.525774479	4.908947925	24.83817087	0.390354763	-3.776550293	0.016183983	0.02958599	861103.4798	4749.8703	3.509590496	4.879361935
18.6516	860854.0431	4746.09375	3.52754402	4.92490235	21.58362492	15.8093679	-3.089904785	-0.029965225	0.01850329	860838.2338	4749.183655	3.557509245	4.906399061
18.7062	860579.2334	4746.09375	3.534622219	4.942629938	18.81757096	-4.879434538	1.029968262	0.079180022	-0.063283833	860584.1128	4745.063782	3.455442197	5.005913771
18.7608	860329.4063	4746.09375	3.531083113	4.96922221	16.12359948	10.34440122	2.746582031	-0.005495926	0.025827509	860319.0619	4743.347168	3.536579039	4.943394701
18.8136	860079.5793	4746.09375	3.534622219	4.986950987	12.79697104	17.9563191	2.403259277	0.003728392	-0.096114354	860061.623	4743.690491	3.530893827	5.083065341
18.8682	859804.7695	4735.107422	3.538161339	5.01177208	18.97694955	2.53730596	-6.17980957	0.047557715	0.057919161	859802.2322	4741.287231	3.490603623	4.953852919
18.9228	859554.9425	4735.107422	3.536391777	5.025955984	19.64542466	1.756596434	-4.119873047	0.076363012	-0.017218339	859553.1859	4739.227295	3.460028765	5.043174323
18.9774	859280.1327	4735.107422	3.532852664	5.049005488	20.15650675	-8.197450023	-2.059936523	-0.001463739	0.027144584	859288.3302	4737.167358	3.534316403	5.021860904
19.0296	859030.3057	4735.107422	3.534622219	5.064963316	21.31634569	-8.782982168	-1.029968262	-0.03087661	-0.036588972	859039.0887	4736.13739	3.565498829	5.101552289
19.0842	858780.4786	4735.107422	3.541700472	5.088014209	21.89951026	0	3.089904785	-0.051424197	-0.02071983	858780.4786	4732.017517	3.593124669	5.108734039
19.1388	858505.6689	4735.107422	3.550548365	5.112839171	18.06179974	-15.8093679	4.119873047	-0.017122985	0.014295076	858521.4783	4730.987549	3.56767135	5.098544094
19.1934	858255.8418	4735.107422	3.554087545	5.132345173	17.03874929	-5.660144064	4.119873047	0.038913367	-0.088501012	858261.502	4730.987549	3.515174178	5.220846184
19.248	858006.0148	4724.121094	3.554087545	5.162491986	15.29574578	10.73475598	-4.806518555	-0.078461961	-0.011693051	857995.28	4728.927612	3.632549506	5.174185037
19.3026	857731.205	4724.121094	3.562935556	5.185546398	22.14419939	-7.026385734	-2.746582031	0.036897273	-0.044748411	857738.2314	4726.867676	3.526038283	5.230294809
19.3572	857481.378	4724.121094	3.561165947	5.215695746	24.08239965	4.879434538	0.686645508	0.020105699	0.020302221	857476.4986	4723.434448	3.541060248	5.195393526
19.4118	857206.5682	4724.121094	3.561165947	5.233431333	25.533413	-4.098725012	2.403259277	-0.010135702	-0.019145765	857210.667	4721.717834	3.57130165	5.252577098
19.4664	856956.7412	4724.121094	3.564705169	5.256488348	24.83817087	3.122838104	4.119873047	0.036262066	-0.009283769	856953.6184	4720.001221	3.528443103	5.265772116
19.521	856681.9314	4724.121094	3.562935556	5.281319934	22.33939614	-9.368514313	5.836486816	-0.06625492	-0.002248664	856691.3	4718.284607	3.629190476	5.283568598
19.5756	856432.1044	4713.134766	3.573553282	5.304378726	22.14419939	-0.195177382	-4.119873047	-0.00533022	-0.023643093	856432.2996	4717.254639	3.578883502	5.328021819
19.6302	856182.2773	4713.134766	3.577092551	5.329212235	19.64542466	15.41901314	-2.403259277	0.042476054	-0.054642535	856166.8583	4715.538025	3.534616498	5.38385477
19.6848	855907.4676	4713.134766	3.577092551	5.359368561	12.04119983	-6.636030971	1.373291016	0.021376114	-0.062962595	855914.1036	4711.761475	3.555716437	5.422331156
19.7394	855657.6405	4713.134766	3.578862191	5.3842043	13.62482475	7.611917879	2.403259277	0.120689516	-0.043784698	855650.0286	4710.731506	3.458172675	5.427988998
19.794	855382.8308	4713.134766	3.577092551	5.409041053	13.62482475	-43.3293787	1.373291016	-0.269439448	0.143464891	855426.1602	4711.761475	3.846531999	5.265576162
19.8486	855133.0037	4713.134766	3.591249765	5.423233941	12.79697104	-3.708370249	7.553100586	-0.250548734	0.004722194	855136.7121	4705.581665	3.841798499	5.418511747
19.9032	854883.1767	4702.148438	3.605407198	5.444523899	12.04119983	326.3365819	-28.83911133	0.21403781	-0.02396433	854556.8401	4730.987549	3.391369388	5.46848823
19.9578	854608.3669	4702.148438	3.601867819	5.469363137	9.275145863	-100.1259967	-127.7160645	0.287805447	0.083618194	854708.4929	4829.864502	3.314062372	5.385744943
20.0124	854358.5399	4713.134766	3.596558777	5.488880404	16.47817482	3.708370249	11.67297363	-0.137011628	0.068841248	854354.8315	4701.461792	3.733570405	5.420039156
20.0646	854108.7128	4713.134766	3.614255706	5.501300815	23.0593492	-0.390354763	11.67297363	-0.005827338	-0.036042868	854109.1032	4701.461792	3.620083044	5.537343684
20.1192	853833.9031	4702.148438	3.617795133	5.531465753	22.14419939	-16.39490005	4.119873047	0.035019268	-0.006103516	853850.298	4698.028564	3.582775865	5.537569268
20.1738	853584.076	4702.148438	3.616025418	5.55630862	22.33939614	-2.53730596	5.493164063	-0.015410687	0.016575864	853586.6133	4696.655273	3.631436105	5.539732756
20.2284	853334.249	4702.148438	3.621334574	5.575828751	24.08239965	1.561419052	6.866455078	-0.04993284	0.049952463	853332.6876	4695.281982	3.671267414	5.525876288
20.283	853059.4392	4702.148438	3.633722727	5.586476369	22.14419939	-11.32028813	8.926391602	0.017758193	-0.029714485	853070.7595	4693.222046	3.615964534	5.616190854
20.3376	852809.6122	4702.148438	3.635492477	5.611321563	20.15650675	-0.390354763	8.583068848	-0.005716868	-0.025474148	852810.0025	4693.565369	3.641209344	5.636795711
20.3922	852559.7851	4691.162109	3.639031987	5.637942589	21.58362492	12.88170718	3.433227539	-0.03609636	0.003116005	852546.9034	4687.728882	3.675128347	5.634826584
20.4468	852284.9754	4691.162109	3.647880824	5.659240289	23.16724984	-8.782982168	4.119873047	0.013201269	-0.016511616	852293.7584	4687.042236	3.634679555	5.675751905
20.5014	852035.1483	4691.162109	3.649650602	5.685863517	25.66602457	-1.561419052	5.836486816	0.044768325	0.034308185	852036.7098	4685.325623	3.604882277	5.651555332
20.556	851785.3213	4691.162109	3.647880824	5.700063075	27.60422483	5.269789301	7.553100586	-0.008036756	0.022293894	851780.0515	4683.609009	3.65591758	5.677769181
20.6106	851510.5115	4691.162109	3.653190168	5.717813017	32.04119983	-9.954046457	9.269714355	-0.017261074	0.021876285	851520.4656	4681.892395	3.670451242	5.695936732
20.6652	851260.6845	4680.175781	3.658499543	5.73556351	29.73333145	-1.951773815	0.686645508	0.001077091	0.015033923	851262.6363	4679.489136	3.657422452	5.720529587
20.7198	851010.8574	4680.175781	3.662039144	5.753314555	30.52678555	4.684257156	3.089904785	-0.030434726	0.008320056	851006.1732	4677.085876	3.692473871	5.744994499
20.7744	850736.0477	4680.175781	3.670888208	5.772841344	27.00496037	-13.46723932	4.463195801	-0.009169082	-0.009315892	850749.5149	4675.712585	3.68005729	5.782157236
20.829	850486.2206	4680.175781	3.674427858	5.794144064	24.83817087	-2.53730596	6.17980957	0.017509633	-0.020302221	850488.7579	4673.995972	3.656918225	5.814446284
20.8836	850236.3936	4680.175781	3.676197688	5.818998253	24.08239965	6.636030971	7.209777832	0.044077882	-0.011436061	850229.7576	4672.966003	3.632119806	5.830434313
20.9382	849961.5838	4669.189453	3.676197688	5.842078126	22.14419939	-8.587804786	-2.746582031	0.001463739	-0.019788241	849970.1716	4671.936035	3.674733949	5.861866367
20.9928	849711.7568	4669.189453	3.679737359	5.865158951	24.99754946	-3.90354763	1.71661377	-0.001878005	0.040861434	849715.6603	4667.472839	3.681615364	5.824297516
21.045	849461.9297	4669.189453	3.683277045	5.87936301	24.08239965	-7.611917879	3.089904785	-0.052446053	0.020430716	849469.5417	4666.099548	3.735723098	5.858932294
21.0996	849212.1027	4669.189453	3.692126319	5.897118593	25.82540317	-1.366241671	4.463195801	0.038554337	0.008223684	849213.4689	4664.726257	3.653571982	5.888894909
21.1542	848962.2756	4669.189453	3.692126319	5.918426044	24.08239965	1.561419052	6.17980957	-0.055345915	0.007067229	848960.7142	4663.009644	3.747472234	5.911358816
21.2088	848687.4659	4669.189453	3.702745565	5.937958596	20.15650675	-13.07688456	7.89642334	-0.023861709	-0.031320674	848700.5428	4661.29303	3.726607274	5.96927927
21.2634	848437.6388	4658.203125	3.708055236	5.959267624	20.98436045	-2.53730596	-1.71661377	0.030407109	0.043367089	848440.1762	4659.919739	3.677648127	5.915900535
21.318	848187.8118	4658.203125	3.709825133	5.975249938	16.12359948	-2.732483341	2.403259277	0.067249158	0.107164947	848190.5443	4655.799866	3.642575975	5.86808499
21.3726	847937.9847	4658.203125	3.709825133	5.987680949	20.15650675	4.098725012	3.089904785	-0.066752039	-0.000899465	847933.886	4655.11322	3.776577172	5.988580414
21.4272	847663.175	4658.203125	3.720444591	6.008991912	20.56057447	-12.6865298	4.463195801	0.009749054	-0.032188016	847675.8615	4653.739929	3.710695537	6.041179927
21.4818	847413.3479	4658.203125	3.723984439	6.033855757	24.99754946	-2.53730596	7.553100586	-0.006573017	-0.008705541	847415.8853	4650.650024	3.730557456	6.042561298
21.5364	847163.5209	4647.216797	3.729294238	6.055168532	21.31634569	-3.122838104	-3.089904785	0.022757	0.025506271	847166.6437	4650.306702	3.706537238	6.02966226
21.591	846913.6939	4647.216797	3.731064178	6.07292982	17.03874929	14.05277147	1.373291016	0.041978935	-0.02046284	846899.6411	4645.843506	3.689085243	6.093392659
21.6456	846638.8841	4647.216797	3.732834121	6.094244139	12.79697104	-21.27433458	2.059936523	0.19672139	-0.09380144	846660.1584	4645.15686	3.536112731	6.188045579
21.7002	846389.057	4647.216797	3.729294238	6.119111914	20.98436045	-2.732483341	2.746582031	-0.016957279	-0.037552686	846391.7895	4644.470215	3.746251517	6.1566646
21.7548	846139.23	4647.216797	3.734604068	6.143980847	23.25454595	0.390354763	4.806518555	-0.008202462	-0.006778115	846138.8396	4642.410278	3.742806531	6.150758962
21.8094	845889.403	4636.230469	3.739913931	6.167074468	25.533413	8.197450023	-4.463195801	-0.036234448	-0.014487819	845881.2055	4640.693665	3.776148379	6.181562287
21.864	845614.5932	4636.230469	3.748763774	6.191945646	28.16479931	-13.27206194	-2.059936523	0.004004569	0.010761462	845627.8653	4638.290405	3.744759205	6.181184185
21.9186	845364.7662	4636.230469	3.752303736	6.209711491	28.16479931	-5.464966682	0.686645508	0.018255312	-0.038709142	845370.2311	4635.543823	3.734048424	6.248420632
21.9732	845114.9391	4636.230469	3.754073722	6.239914802	25.66602457	0.585532145	2.403259277	-0.000193324	0.0032445	845114.3536	4633.827209	3.754267047	6.236670302
22.0278	844865.1121	4636.230469	3.757613706	6.261235835	21.89951026	6.245676208	5.149841309	0.006573017	0.024671053	844858.8664	4631.080627	3.751040689	6.236564781
22.08	844615.285	4636.230469	3.759383703	6.279004027	18.06179974	9.368514313	6.523132324	0.003728392	-0.029875104	844605.9165	4629.707336	3.755655311	6.308879131
22.1352	844365.458	4625.244141	3.762923709	6.303880514	20.98436045	7.221563116	-3.089904785	-0.026595863	-0.012753135	844358.2364	4628.334045	3.789519572	6.31663365
22.1898	844090.6482	4625.244141	3.770003762	6.325204167	23.38715753	-8.392627405	-1.71661377	0.01077091	0.006521125	844099.0408	4626.960754	3.759232852	6.318683043
22.2444	843840.8212	4625.244141	3.773543811	6.3465287	28.69137808	-5.074611919	1.71661377	0.001850387	-0.021908409	843845.8958	4623.527527	3.771693424	6.368437109
22.299	843590.9941	4625.244141	3.777083873	6.371408438	31.01814938	-2.732483341	2.746582031	0.010467115	-0.005396793	843593.7266	4622.497559	3.766616758	6.376805231
22.3536	843341.1671	4625.244141	3.77885391	6.396289382	30.57262148	2.342128578	4.806518555	0.00980429	0.00051398	843338.8249	4620.437622	3.76904962	6.395775402
22.4082	843091.34	4614.257813	3.780623951	6.417616869	28.69137808	8.197450023	-4.806518555	0.007788196	0.016640111	843083.1426	4619.064331	3.772835754	6.400976758
22.4628	842816.5303	4614.257813	3.784164043	6.43716785	30.10299957	-11.32028813	-2.746582031	-0.001132326	0.02123381	842827.8505	4617.004395	3.785296369	6.41593404
22.5174	842566.7032	4614.257813	3.787704149	6.454942123	26.77637113	-8.197450023	-0.343322754	0.017233456	0.015869141	842574.9007	4614.601135	3.770470693	6.439072982
22.572	842316.8762	4614.257813	3.789474207	6.474494543	24.08239965	-2.146951197	1.373291016	0.026899658	-0.007838199	842319.0231	4612.884521	3.762574549	6.482332742
22.6266	842067.0491	4614.257813	3.789474207	6.49582532	19.64542466	0.585532145	2.746582031	0.032533673	-0.059718093	842066.4636	4611.51123	3.756940534	6.555543412
22.6812	841817.2221	4614.257813	3.791244269	6.522490063	18.06179974	-2.146951197	3.433227539	-0.036123977	0.025217157	841819.369	4610.824585	3.827368247	6.497272905
22.7358	841567.395	4603.271484	3.796554478	6.542045109	20.56057447	4.879434538	-4.119873047	0.005937809	-0.018888775	841562.5156	4607.391357	3.790616668	6.560933884
22.7904	841292.5853	4603.271484	3.800094635	6.566934457	22.49877473	-15.61419052	-2.403259277	0.050816607	-0.008705541	841308.1995	4605.674744	3.749278027	6.575639997
22.845	841042.7582	4603.271484	3.796554478	6.590047108	26.3612667	-7.80709526	-0.686645508	0.027617719	-0.002184416	841050.5653	4603.95813	3.768936759	6.592231524
22.8996	840792.9312	4603.271484	3.796554478	6.613160837	26.58117439	-5.269789301	2.403259277	0.045099738	0.004818565	840798.201	4600.868225	3.75145474	6.608342272
22.9542	840543.1041	4603.271484	3.793014335	6.634497547	28.51937465	-1.171064289	4.119873047	-0.002485595	0.002537778	840544.2752	4599.151611	3.79549993	6.631959769
23.0088	840293.2771	4592.285156	3.796554478	6.65583518	26.3612667	1.366241671	-4.806518555	-0.018282929	0.010954204	840291.9108	4597.091675	3.814837407	6.644880976
23.061	840043.45	4592.285156	3.800094635	6.673617249	27.00496037	-3.90354763	-3.776550293	-0.008202462	0.003340872	840047.3536	4596.061707	3.808297097	6.670276378
23.1156	839793.623	4592.285156	3.805404897	6.694956585	27.00496037	0.780709526	-1.71661377	-0.015576393	-0.004914936	839792.8423	4594.00177	3.82098129	6.699871522
23.1702	839543.7959	4592.285156	3.808945091	6.718075252	25.533413	1.171064289	1.029968262	-0.035267828	-0.013331363	839542.6249	4591.255188	3.844212918	6.731406615
23.2248	839293.9689	4592.285156	3.816025521	6.741195018	21.58362492	5.074611919	3.433227539	-0.015300216	0.022775751	839288.8943	4588.851929	3.831325737	6.718419267
23.2794	839044.1418	4592.285156	3.821335882	6.760758758	22.14419939	2.53730596	4.119873047	-0.002734154	-0.010504472	839041.6045	4588.165283	3.824070036	6.771263229
23.334	838794.3148	4581.298828	3.824876141	6.783880562	18.06179974	11.32028813	-4.463195801	0.061366581	0.034982784	838782.9945	4585.762024	3.76350956	6.748897779
23.3886	838519.505	4581.298828	3.823106009	6.803446033	21.89951026	-7.026385734	-4.119873047	-0.078047695	0.025474148	838526.5314	4585.418701	3.901153704	6.777971886
23.4432	838269.678	4581.298828	3.833726852	6.821233516	17.23394604	-10.14922384	1.029968262	-0.007677726	-0.017796567	838279.8272	4580.26886	3.841404578	6.839030083
23.4978	838019.8509	4581.298828	3.839037323	6.842579369	19.64542466	-5.464966682	2.059936523	-0.04482356	0.008994655	838025.3159	4579.238892	3.883860883	6.833584714
23.5524	837770.0239	4581.298828	3.846118002	6.863926175	18.97694955	-2.732483341	3.089904785	0.007291078	0.063572947	837772.7564	4578.208923	3.838826925	6.800353228
23.607	837520.1968	4581.298828	3.849658364	6.876378921	14.53997456	-18.73702863	4.119873047	0.059405722	-0.066560459	837538.9339	4577.178955	3.790252642	6.94293938
23.6616	837270.3698	4570.3125	3.849658364	6.903064475	10.10299957	49.37987752	-110.5499268	-0.145324587	0.064986393	837220.9899	4680.862427	3.99498295	6.838078082
23.7162	837020.5427	4581.298828	3.854968934	6.922634838	12.79697104	3.318015486	9.269714355	-0.003949334	-0.004272461	837017.2247	4572.029114	3.858918267	6.926907299
23.7708	836770.7157	4570.3125	3.858509332	6.943985251	17.03874929	7.611917879	2.746582031	0.035157357	0.04031533	836763.1038	4567.565918	3.823351975	6.903669921
23.8254	836495.9059	4570.3125	3.858509332	6.959998696	19.64542466	-13.66241671	2.059936523	0.126654957	0.013331363	836509.5684	4568.252563	3.731854375	6.946667333
23.88	836246.0789	4570.3125	3.849658364	6.977792054	18.81757096	-17.17560957	4.463195801	-0.000745678	-0.048217779	836263.2545	4565.849304	3.850404042	7.026009833
